email,project,team #
cbf4916661481b57edd66b096a83fa29,1ed3ddcaa6fab66fdd8673d0de207c3c,B
8d72e9c4209298bc1ab44e81d3793c9c,d544872a7a31ad80d4ec06d2ab3c106b,D
a7292d6bc317fa43aaa86a1ccc03621a,d580f6fedb5a7e8e112798ba7215c376,A
265f0c6de5420c006ec390d2ee8a2c89,9c7028fd2f6e7005972bf543a45b2e06,D
092d9bd8930f5b01ccc006d39bf096ff,9c7028fd2f6e7005972bf543a45b2e06,E
e016585afa6d9b62eb0364943fab6d89,9c7028fd2f6e7005972bf543a45b2e06,B
3b87db2342bcfbe3256d597e86d41974,9c7028fd2f6e7005972bf543a45b2e06,D
f277983fdf2ec048f04f4c4965ac253c,d580f6fedb5a7e8e112798ba7215c376,A
e0236d9da4ace34be7bdcd5d502a1d3a,9c7028fd2f6e7005972bf543a45b2e06,D
814fd5a4ad4557b45fc7e929948686b8,d8576d770bc1e39ea2fec0dfef9c88a9,A
a3b3bfd7f6b5aa1eaee491de7414219c,1ed3ddcaa6fab66fdd8673d0de207c3c,F
b462f3fb55ef32c7c60555c8fd6733f1,d580f6fedb5a7e8e112798ba7215c376,B
4d1e81608a15d3cae014167be9f312f5,d580f6fedb5a7e8e112798ba7215c376,E
3ff544010a74152c60e897926a7a7a5a,9c7028fd2f6e7005972bf543a45b2e06,E
385e69c921b4c003c72c4e5f84396206,aed5a51831f1e9b3ea1d17ba844d32cd,E
6023789e43542942d3c5751e49359611,aed5a51831f1e9b3ea1d17ba844d32cd,C
6c23a8dff790de6353f1cc1b69119c12,1ed3ddcaa6fab66fdd8673d0de207c3c,C
2c20aabd9304f2794e10471a601152db,1ed3ddcaa6fab66fdd8673d0de207c3c,A
88836b5e1839c02d1fe0d160b1b00fcb,1ed3ddcaa6fab66fdd8673d0de207c3c,F
badde86deac09ed20930e45c1c5ba0fd,aed5a51831f1e9b3ea1d17ba844d32cd,C
629f7688170606abe3a61ae97af0821f,5ce679da3f7693e797ab5fc5b5fb5ccd,A
bd86fb3babb9adffa2aefd567ef777b6,5ce679da3f7693e797ab5fc5b5fb5ccd,C
3de17c5638084b8ca8ece5462b2d52e7,5ce679da3f7693e797ab5fc5b5fb5ccd,D
6d598536e10c91148b13d3f75972fab4,1ed3ddcaa6fab66fdd8673d0de207c3c,B
38b3f5aac6bc48c537e6a9f9b08fd8e8,1ed3ddcaa6fab66fdd8673d0de207c3c,B
6a6ce7632dbc5ae6a0abf24f776dc692,9c7028fd2f6e7005972bf543a45b2e06,B
5cbd42a8bb542e2318501b8f05b64b55,a1ef38fb26b1b81ea66f46b5dc3e10c7,D
156b604febf991048d4a2142ef55a5c0,d8576d770bc1e39ea2fec0dfef9c88a9,B
0c3979d3d66b194f5f87f7a757a98aba,d580f6fedb5a7e8e112798ba7215c376,B
f85f5aa5388ed09580d7e9c9bc018a91,d8576d770bc1e39ea2fec0dfef9c88a9,E
9f3e007f66005c51c019aea94faf066b,a1ef38fb26b1b81ea66f46b5dc3e10c7,F
cf9da551439aabd1c76218edc7a72c26,aed5a51831f1e9b3ea1d17ba844d32cd,D
9c58e1512819ff94785865a622fa2ef3,d8576d770bc1e39ea2fec0dfef9c88a9,F
89bf263b6abcf8d37c292e5037444619,d8576d770bc1e39ea2fec0dfef9c88a9,B
32dcea6f67132fd386a6005769f41bac,aed5a51831f1e9b3ea1d17ba844d32cd,D
4b68bd660a52bcba247dde2b02195e58,1ed3ddcaa6fab66fdd8673d0de207c3c,A
44e43f81c426a374b70d39c12c06f3bd,1ed3ddcaa6fab66fdd8673d0de207c3c,E
7e8410d745b99086ace602c30f5d915b,d580f6fedb5a7e8e112798ba7215c376,E
9df7ec6e944f0a3f3f4cbcdd98cd30f2,d580f6fedb5a7e8e112798ba7215c376,F
48ec8d2e20b74dded81f69f3dff16502,1ed3ddcaa6fab66fdd8673d0de207c3c,C
d09e88e4c9dba155f717a23fe80606ef,9c7028fd2f6e7005972bf543a45b2e06,B
90a1e95dba0d3d9c11e3f220cc4f7879,1ed3ddcaa6fab66fdd8673d0de207c3c,A
5d9cdbe51bc65b169564fda0b93c2731,aed5a51831f1e9b3ea1d17ba844d32cd,A
0ade805222fb6446f94624ebec67e33e,5ce679da3f7693e797ab5fc5b5fb5ccd,B
ba29a7911fcd66b86ce1c54a0fa43dd0,1ed3ddcaa6fab66fdd8673d0de207c3c,D
a37eebe2f1860562dcda5073616afc16,1ed3ddcaa6fab66fdd8673d0de207c3c,C
8ceb0c15325cd799a926f3d9d0242a58,d580f6fedb5a7e8e112798ba7215c376,B
39ea6348b1d65095c0e4c71c900f4422,1ed3ddcaa6fab66fdd8673d0de207c3c,E
36905bdf8282ea1bd0dd01508f684762,d544872a7a31ad80d4ec06d2ab3c106b,D
b61072c997a1e2a6a7a64142933438c2,aed5a51831f1e9b3ea1d17ba844d32cd,A
